"NFGOVCOFOG_FUNCTION","Overheidsfunctie","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutionele sector","FREQUENCY","Frequentie","TIME","Periode","Value","Flag Codes","Flags"
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",154.4,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",45.6,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",35.5,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",4747.4,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",2075.9,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",721.3,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1950.3,,
"F01_1","01.1 Wetgevende en uitvoerende organen, financiële en fiscale zaken, buitenlandse zaken","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",1046.5,,
"F01_2","01.2 Economische hulp aan het buitenland","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",992.1,,
"F01_2","01.2 Economische hulp aan het buitenland","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",39.7,,
"F01_2","01.2 Economische hulp aan het buitenland","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",14.8,,
"F01_2","01.2 Economische hulp aan het buitenland","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",1.3,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",1.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",50.2,,
"F01_2","01.2 Economische hulp aan het buitenland","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",38.7,,
"F01_2","01.2 Economische hulp aan het buitenland","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",7.5,,
"F01_2","01.2 Economische hulp aan het buitenland","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",4,,
"F01_2","01.2 Economische hulp aan het buitenland","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",23.2,,
"F01_2","01.2 Economische hulp aan het buitenland","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",10.4,,
"F01_2","01.2 Economische hulp aan het buitenland","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",10.4,,
"F01_2","01.2 Economische hulp aan het buitenland","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2.4,,
"F01_2","01.2 Economische hulp aan het buitenland","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D7","Betaalde inkomensoverdrachten (D.7)","S1300","Totale overheid","A","Jaarlijks","2017","2017",733.9,,
"F01_2","01.2 Economische hulp aan het buitenland","D7","Betaalde inkomensoverdrachten (D.7)","S1311","Federale overheid","A","Jaarlijks","2017","2017",703.9,,
"F01_2","01.2 Economische hulp aan het buitenland","D7","Betaalde inkomensoverdrachten (D.7)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",21.7,,
"F01_2","01.2 Economische hulp aan het buitenland","D7","Betaalde inkomensoverdrachten (D.7)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",8.3,,
"F01_2","01.2 Economische hulp aan het buitenland","D7","Betaalde inkomensoverdrachten (D.7)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D9","Betaalde kapitaaloverdrachten (D.9)","S1300","Totale overheid","A","Jaarlijks","2017","2017",237.9,,
"F01_2","01.2 Economische hulp aan het buitenland","D9","Betaalde kapitaaloverdrachten (D.9)","S1311","Federale overheid","A","Jaarlijks","2017","2017",237.9,,
"F01_2","01.2 Economische hulp aan het buitenland","D9","Betaalde kapitaaloverdrachten (D.9)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D9","Betaalde kapitaaloverdrachten (D.9)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","D9","Betaalde kapitaaloverdrachten (D.9)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_2","01.2 Economische hulp aan het buitenland","P3","Consumptieve bestedingen (P.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",73.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P3","Consumptieve bestedingen (P.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",49.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P3","Consumptieve bestedingen (P.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",17.9,,
"F01_2","01.2 Economische hulp aan het buitenland","P3","Consumptieve bestedingen (P.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",6.1,,
"F01_2","01.2 Economische hulp aan het buitenland","P3","Consumptieve bestedingen (P.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","TOT","Totale overheidsuitgaven","S1300","Totale overheid","A","Jaarlijks","2017","2017",4930.1,,
"F01_3","01.3 Algemene dienstverlening","TOT","Totale overheidsuitgaven","S1311","Federale overheid","A","Jaarlijks","2017","2017",1061.4,,
"F01_3","01.3 Algemene dienstverlening","TOT","Totale overheidsuitgaven","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",1455.7,,
"F01_3","01.3 Algemene dienstverlening","TOT","Totale overheidsuitgaven","S1313","Lagere overheid","A","Jaarlijks","2017","2017",2430.3,,
"F01_3","01.3 Algemene dienstverlening","TOT","Totale overheidsuitgaven","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",15.1,,
"F01_3","01.3 Algemene dienstverlening","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1300","Totale overheid","A","Jaarlijks","2017","2017",271.8,,
"F01_3","01.3 Algemene dienstverlening","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1311","Federale overheid","A","Jaarlijks","2017","2017",98.7,,
"F01_3","01.3 Algemene dienstverlening","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",-71.1,,
"F01_3","01.3 Algemene dienstverlening","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",229.1,,
"F01_3","01.3 Algemene dienstverlening","P5_K2","Bruto-investeringen en saldo aan- en verkopen van niet-financiële niet-geproduceerde activa (OP.5ANP)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",15.1,,
"F01_3","01.3 Algemene dienstverlening","D1","Beloning van werknemers (D.1)","S1300","Totale overheid","A","Jaarlijks","2017","2017",2607.2,,
"F01_3","01.3 Algemene dienstverlening","D1","Beloning van werknemers (D.1)","S1311","Federale overheid","A","Jaarlijks","2017","2017",257.5,,
"F01_3","01.3 Algemene dienstverlening","D1","Beloning van werknemers (D.1)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",898.3,,
"F01_3","01.3 Algemene dienstverlening","D1","Beloning van werknemers (D.1)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",1451.4,,
"F01_3","01.3 Algemene dienstverlening","D1","Beloning van werknemers (D.1)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D3","Subsidies (D.3)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D3","Subsidies (D.3)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D3","Subsidies (D.3)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D3","Subsidies (D.3)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D3","Subsidies (D.3)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D4","Te betalen inkomen uit vermogen (D.4)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D4","Te betalen inkomen uit vermogen (D.4)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D4","Te betalen inkomen uit vermogen (D.4)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D4","Te betalen inkomen uit vermogen (D.4)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D4","Te betalen inkomen uit vermogen (D.4)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1300","Totale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1311","Federale overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1313","Lagere overheid","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","D62_D6311_D63121_D63131","Betaalde sociale uitkeringen (exclusief sociale overdrachten in natura) en sociale overdrachten in natura — aangekochte marktproducten (D.6M)","S1314","Wettelijke sociale-verzekeringsinstellingen","A","Jaarlijks","2017","2017",0,,
"F01_3","01.3 Algemene dienstverlening","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1300","Totale overheid","A","Jaarlijks","2017","2017",1887.8,,
"F01_3","01.3 Algemene dienstverlening","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1311","Federale overheid","A","Jaarlijks","2017","2017",696.7,,
"F01_3","01.3 Algemene dienstverlening","P2_D29_D5_D8","Intermediair verbruik en betaalde niet-productgebonden belastingen op productie + lopende belastingen op inkomen, vermogen enz. + Correctie voor mutaties in pensioenrechten","S1312","Gemeenschappen en gewesten","A","Jaarlijks","2017","2017",586.5,,
